Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS_Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
3486,HBANP,Financial Services,Banks - Regional,NASDAQ,85.6,40.31,92.51,44.25,39.14,39.3,49.34,43.87,16.61,,,0.16,-12.12,44041,1.36,16.91,-1.77,16.95,-2.01,17.01,-2.35,0.77,7.82,32684,32481,38176,0.336
3487,ARDC,Financial Services,Asset Management,NYSE,85.59,40.3,96.1,64.66,37.08,35.93,36.04,42.57,12.65,304128529.9434662,23966000.0,0.49,-15.83,99614,0.74,12.79,-1.09,12.66,-0.08,12.32,2.68,1.19,17.39,139541,135380,131632,
3488,BYD,Consumer Cyclical,Resorts & Casinos,NYSE,85.56,40.27,87.73,29.01,53.84,61.86,54.35,57.89,78.09,5878771765.834839,74330156.0,0.060300004,-13.19,787845,0.8,81.72,-4.44,83.95,-6.98,83.77,-6.78,2.57,25.92,903954,984484,954414,0.006
3489,HURC,Industrials,Specialty Industrial Machinery,NASDAQ,85.56,40.27,94.84,55.4,40.81,36.47,42.45,34.26,16.47,107204524.6099205,6446454.0,0.0212,-23.25,5986,0.32,16.62,-0.9,16.65,-1.08,15.92,3.45,3.12,3.89,18178,18696,20459,-0.076
3490,NEUP,Healthcare,Biotechnology,NASDAQ,85.54,40.25,92.08,42.28,65.15,25.57,25.23,18.48,4.77,25498933.452823162,5390895.0,0.0086,-77.71,174390,4.69,5.04,-5.36,5.09,-6.29,4.76,0.21,4.54,166.06,46839,37213,47533,
3491,ARLO,Industrials,Building Products & Equipment,NYSE,85.53,40.23,87.75,29.14,58.74,60.77,25.53,42.97,12.78,1338072912.2949142,108609817.0,0.12,-35.91,1716041,1.19,13.47,-5.12,13.96,-8.45,14.05,-9.04,6.27,23.09,2054324,1443678,1356144,0.263
3492,IOR,Financial Services,Mortgage Finance,NYSE ARCA,85.52,40.21,93.36,48.07,38.31,38.96,47.01,50.08,18.0,73191204.0,4066178.0,0.0002,-8.58,345,0.58,18.01,-0.06,17.98,0.11,18.08,-0.44,0.23,0.0,364,594,498,
3493,SFBS,Financial Services,Banks - Regional,NYSE,85.51,40.2,90.98,37.75,47.47,39.78,59.58,24.71,75.67,4099711725.0,54662823.0,0.0647,-16.52,97129,0.41,77.09,-1.84,78.21,-3.25,76.06,-0.51,2.5,26.93,203812,238727,291822,0.185
3494,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,85.5,40.18,82.4,17.8,63.41,75.48,58.67,71.43,63.35,48113089508.886795,716288385.0,0.1305,-34.94,11673375,0.91,72.17,-12.22,76.02,-16.67,69.32,-8.61,6.85,37.35,9654817,12771189,13364303,0.52
3495,AMRN,Healthcare,Drug Manufacturers - General,NASDAQ,85.48,40.16,90.45,36.21,52.14,44.36,61.8,83.12,14.05,305310235.8389883,20969109.0,0.0328,-32.78,31603,0.44,14.72,-4.55,14.48,-2.97,14.72,-4.55,4.46,39.91,42500,72506,65608,0.074
3496,TUYA,Technology,Software - Infrastructure,NYSE,85.47,40.12,86.12,24.91,61.24,64.55,33.57,30.85,2.1,1354912664.4172468,613082643.0,0.0101,-28.69,685164,0.79,2.3,-8.7,2.33,-9.87,2.36,-11.02,4.4,0.0,944806,872225,1323337,0.083
3497,BHFAO,Financial Services,Insurance - Life,NASDAQ,85.47,40.12,94.19,52.32,43.05,50.12,42.66,27.15,16.41,,,1.02,-25.21,38732,1.27,16.58,-1.03,16.64,-1.38,16.44,-0.18,1.36,4.49,20563,30514,36140,-0.362
3498,BTZ,Financial Services,Asset Management,NYSE,85.47,40.12,92.0,41.95,41.05,46.55,49.68,63.09,9.86,933244570.0,93324457.0,0.0013,-11.81,466545,1.79,10.12,-2.57,10.19,-3.24,10.07,-2.09,0.84,12.13,288974,260258,323226,-0.037
3499,FAMI,Consumer Defensive,Packaged Foods,NASDAQ,85.47,40.12,112.93,90.9,21.71,17.13,20.37,16.58,1.45,17683467.1247437,13815209.0,0.014099999,-33.18,1767,0.07,1.29,12.4,1.25,16.0,1.25,16.0,6.75,51.09,34666,25728,20787,-0.573
3500,AYTU,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,85.41,40.08,78.78,12.16,77.29,78.54,73.47,75.56,2.08,23505726.134159088,10733208.0,0.0548,-32.25,119275,2.48,2.32,-10.34,2.44,-14.75,2.54,-18.11,5.63,85.37,81117,48015,46901,-0.327
3501,RCG,Financial Services,Asset Management,NYSE ARCA,85.4,40.05,87.74,29.07,51.17,64.38,56.19,54.14,2.64,18942622.534538746,7015786.0,0.0056,-20.24,3795,0.5,2.74,-3.65,2.78,-5.04,2.98,-11.41,2.19,-0.17,4919,7526,8417,-0.462
3502,AWF,Financial Services,Asset Management,NYSE,85.4,40.05,92.65,44.81,39.61,46.01,43.17,50.54,10.02,868332831.1447906,86229678.0,0.33,-12.34,325380,0.71,10.15,-1.28,10.24,-2.15,10.17,-1.47,1.22,49.19,541608,457662,440135,-0.011
3503,OPRT,Financial Services,Credit Services,NASDAQ,85.36,40.03,93.31,47.87,38.98,62.31,27.62,32.37,5.25,240127350.75,45738543.0,0.0334,-34.09,365149,0.9,5.48,-4.2,5.65,-7.08,5.14,2.14,6.3,39.31,379744,404114,469078,0.013
3504,MSLE,Healthcare,Biotechnology,NASDAQ,85.35,39.99,85.96,24.48,63.11,69.88,93.21,48.83,6.99,146026646.667881,20831190.0,1.48,-47.82,19055,0.42,7.27,-3.85,7.42,-5.8,7.29,-4.12,8.61,1.66,32115,45098,83309,
3505,SAFE,Real Estate,REIT - Diversified,NYSE,85.35,39.99,91.73,40.72,47.15,53.33,62.26,24.16,14.22,1014713733.8034096,71610002.0,0.0726,-17.13,198833,0.51,14.82,-4.05,15.17,-6.26,14.7,-3.27,3.67,9.56,339633,392374,365212,0.119
3506,EIC,Financial Services,Asset Management,NYSE,85.35,39.99,100.48,77.29,30.86,26.45,24.12,29.99,10.44,252379419.6170311,23433557.0,0.0026,-29.46,117764,0.81,10.59,-1.42,10.27,1.66,9.75,7.08,2.04,26.29,130656,144795,145101,0.06
3507,CRL,Healthcare,Diagnostics & Research,NYSE,85.34,39.96,82.5,17.93,61.33,60.08,49.55,61.14,152.43,7266102364.492493,48167730.0,0.0802,-33.4,718916,0.84,165.34,-7.81,169.1,-9.86,168.04,-9.29,5.64,70.19,1021261,857067,872840,0.012
3508,COE,Consumer Defensive,Education & Training Services,NYSE ARCA,85.33,39.94,101.48,79.38,42.24,33.65,30.46,94.18,26.83,172710306.25,6007315.0,0.0028,-52.2,2142,0.23,26.0,3.19,26.42,1.55,23.37,14.81,7.21,0.0,6354,9171,9316,0.886
3509,PHG,Healthcare,Medical Devices,NYSE,85.32,39.92,92.14,42.5,35.58,55.36,71.62,63.89,26.05,24019413704.200745,952018000.0,1.76,-22.1,894736,0.75,25.87,0.7,25.94,0.42,26.43,-1.44,2.11,23.61,1422723,1198217,1121306,-0.047
3510,BIPC,Utilities,Utilities - Regulated Gas,NYSE,85.32,39.92,95.21,57.38,27.35,38.38,68.06,69.13,40.92,4877743403.953369,122988992.0,6.47,-20.88,971828,0.82,40.0,2.3,39.4,3.86,40.75,0.42,2.93,54.97,1128662,1187274,1256758,-0.048
3511,NMTC,Healthcare,Medical Devices,NASDAQ,85.31,39.89,86.0,24.6,36.5,48.42,35.3,29.82,4.11,36289678.288822174,8619876.0,0.0034,-40.95,35484,0.72,4.43,-7.22,4.57,-10.07,4.58,-10.26,8.59,13.17,45128,49616,37751,0.725
3512,HPQ,Technology,Computer Hardware,NYSE,85.3,39.88,101.78,79.8,32.66,34.3,17.04,25.68,20.97,19103257454.183372,917984524.0,0.1466,-29.04,10826740,0.67,21.26,-1.36,20.82,0.72,19.73,6.28,4.12,61.27,16506874,16256024,17525854,0.069
3513,ALH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,85.29,39.86,90.91,37.52,53.07,59.44,34.34,40.65,23.51,4732844162.007362,198608652.0,0.0612,-14.45,437597,0.44,24.82,-5.28,24.95,-5.77,23.05,2.0,3.84,55.38,726139,986743,1064277,0.096
3514,RTAC,Financial Services,Shell Companies,NASDAQ,85.28,39.84,95.7,61.35,31.76,30.06,34.79,44.12,10.41,324077383.312912,31161288.0,0.0036000002,-22.19,79515,0.81,10.41,0.0,10.37,0.39,10.34,0.68,0.58,16.59,102861,98037,111326,
3515,AMT,Real Estate,REIT - Specialty,NYSE,85.25,39.82,97.45,69.76,33.88,29.05,39.67,32.82,183.0,79495336638.3385,465893069.0,0.0199,-21.91,4650028,1.55,176.8,3.51,177.69,2.99,176.71,3.56,2.61,111.04,3277452,3005607,3178646,0.068
3516,ARCC,Financial Services,Asset Management,NASDAQ,85.25,39.82,93.41,48.43,40.36,35.24,33.46,40.36,18.57,13570631496.596022,718022845.0,0.0596,-20.71,4390988,0.74,18.85,-1.49,18.9,-1.75,18.48,0.49,1.77,6.1,5311368,5944539,6752321,0.042
3517,OSRH,Healthcare,Biotechnology,NASDAQ,85.21,39.78,97.13,68.79,15.9,15.53,12.92,6.14,0.51,18881110.11307329,33124755.0,0.1084,-71.51,859287,0.07,0.59,-13.56,0.61,-16.39,0.55,-7.27,19.22,15.4,2518108,12206339,7781981,-0.364
3518,EDU,Consumer Defensive,Education & Training Services,NYSE,85.21,39.78,86.47,25.87,35.9,58.86,70.12,58.99,50.47,8485647824.082527,166712133.0,0.0286,-22.32,270321,0.33,52.31,-3.52,52.61,-4.07,54.16,-6.81,2.71,0.73,657912,828777,776730,0.198
3519,ONCY,Healthcare,Biotechnology,NASDAQ,85.2,39.76,76.29,9.6,61.12,66.71,85.76,87.92,0.77,98708940.46871114,116128162.0,0.0639,-49.01,715568,0.58,0.87,-11.49,0.92,-16.3,0.95,-18.95,7.23,-0.18,815176,1233822,1025569,
3520,EVV,Financial Services,Asset Management,NYSE ARCA,85.18,39.73,92.41,43.74,39.24,41.96,47.28,57.49,9.14,1067909748.6390877,116203460.0,0.25,-12.2,424438,1.35,9.31,-1.83,9.36,-2.35,9.3,-1.72,0.99,33.22,389763,313904,338714,-0.029
3521,AVO,Consumer Defensive,Food Distribution,NASDAQ,85.18,39.73,82.78,18.37,62.47,59.81,72.88,39.66,12.23,846614036.2871284,70846364.0,0.1441,-21.25,808281,0.78,12.66,-3.4,13.21,-7.42,13.44,-9.0,3.68,62.17,849898,1037469,1005303,-0.166
3522,PCG,Utilities,Utilities - Regulated Electric,NYSE,85.17,39.7,91.6,40.19,46.59,60.98,66.26,42.59,16.41,35521883014.45946,2202224728.0,0.0,-14.35,21632554,0.95,16.33,0.49,16.44,-0.18,17.21,-4.65,2.81,121.27,22837395,22755945,22738255,0.15
3523,FCNCP,Financial Services,Banks - Regional,NASDAQ,85.17,39.7,91.09,38.15,46.54,52.78,46.92,54.18,20.45,,,0.41,-10.82,11275,1.33,20.94,-2.34,21.17,-3.4,21.25,-3.76,1.4,21.01,7757,8495,17315,0.049
3524,PCN,Financial Services,Asset Management,NYSE,85.16,39.67,91.94,41.61,39.34,42.35,50.43,50.13,11.57,866375886.5,73734118.0,0.29,-14.23,318159,1.04,11.83,-2.2,11.86,-2.45,11.79,-1.87,0.77,89.91,331615,307151,373177,0.038
3525,BRZE,Technology,Software - Application,NASDAQ,85.15,39.62,94.21,52.42,42.34,29.18,9.23,28.37,21.76,2367674505.9499397,113448702.0,0.13260001,-42.24,2596284,0.87,20.98,3.72,22.18,-1.89,21.48,1.3,6.76,29.89,3162688,2984686,3120841,0.279
3526,EFR,Financial Services,Asset Management,NYSE,85.15,39.62,94.56,54.06,35.04,35.1,35.52,40.81,10.41,305864672.34387016,29523618.0,0.07,-14.74,201582,1.6,10.43,-0.19,10.45,-0.38,10.37,0.39,0.74,38.73,134548,126286,164123,-0.165
3527,RJF,Financial Services,Asset Management,NYSE,85.15,39.62,93.26,47.64,39.97,38.25,40.89,43.67,151.02,30033424488.687164,194883034.0,0.052399997,-14.99,903968,0.68,154.09,-1.99,154.88,-2.49,149.65,0.92,2.5,0.26,1092766,1325658,1338481,0.131
3528,JEF,Financial Services,Capital Markets,NYSE,85.15,39.62,101.3,79.0,30.78,28.78,30.29,32.62,51.06,10677499301.028316,204432307.0,0.0227,-28.13,1739147,0.79,51.93,-1.68,49.65,2.84,44.74,14.13,3.06,8.96,2189074,2190424,2651288,0.266
3529,SMTI,Healthcare,Medical Instruments & Supplies,NASDAQ,85.15,39.62,112.88,90.87,19.81,19.5,22.99,9.89,22.72,192993182.24591255,9163969.0,0.0454,-36.8,31110,0.63,20.35,11.65,19.75,15.04,18.92,20.08,6.74,61.07,64781,49563,58762,0.186
3530,RWT,Real Estate,REIT - Mortgage,NYSE,85.14,39.56,86.18,25.08,55.88,57.54,65.15,31.66,5.24,648617496.1652942,125215737.0,0.0001,-24.82,905259,0.73,5.35,-2.06,5.53,-5.24,5.62,-6.76,2.88,39.23,1011825,1248445,1393495,-0.134
3531,UFPT,Healthcare,Medical Devices,NASDAQ,85.14,39.56,98.32,72.0,32.33,25.82,53.88,39.27,217.21,1655318075.438736,7736939.0,0.20979999,-20.99,164078,0.73,220.12,-1.32,208.12,4.37,201.79,7.64,6.9,21.15,237687,225945,213647,0.041
3532,GIC,Industrials,Industrial Distribution,NYSE,85.13,39.54,85.09,22.65,61.08,73.01,63.71,40.54,28.64,1109189251.2527294,38261099.0,0.0191,-26.17,91459,0.98,28.83,-0.66,31.03,-7.7,31.3,-8.5,4.08,54.75,130785,93395,96081,0.092
3533,XHG,Financial Services,Insurance Brokers,NASDAQ,85.12,39.51,96.23,65.41,36.05,28.26,10.59,5.66,0.98,51032447.23159933,51547926.0,0.00090000004,-56.05,3499,0.08,1.02,-3.92,1.04,-5.77,0.96,2.08,5.54,-0.55,2759,42786,29155,
3534,MITQ,Technology,Communication Equipment,NYSE ARCA,85.12,39.51,98.48,72.56,22.53,18.73,42.93,39.9,0.62,5877563.168914616,9945115.0,0.028900001,-62.65,266683,0.57,0.61,1.64,0.61,1.64,0.59,5.08,7.26,56.63,163648,467676,295549,-0.049
3535,FPI,Real Estate,REIT - Specialty,NYSE,85.12,39.51,86.83,26.62,41.68,63.1,71.1,29.43,10.19,443150755.5045433,43617201.0,0.0619,-22.95,272390,0.83,10.41,-2.11,10.85,-6.08,11.21,-9.1,2.39,0.0,342019,328723,373445,-0.017
3536,IVVD,Healthcare,Biotechnology,NASDAQ,85.11,39.47,67.68,4.17,80.71,85.12,86.61,97.62,1.04,356475028.1583824,294607452.0,0.1148,-66.12,3068921,0.92,1.34,-22.39,1.41,-26.24,1.49,-30.2,12.88,7.47,3888142,3334894,3197976,0.216
3537,HRI,Industrials,Rental & Leasing Services,NYSE,85.1,39.46,101.95,79.99,35.37,20.7,62.85,35.79,128.32,4614919546.292496,33393051.0,0.0844,-31.87,273384,0.47,135.44,-5.26,129.45,-0.87,114.56,12.01,5.85,7.83,470458,584032,592657,0.323
3538,TAL,Consumer Defensive,Education & Training Services,NYSE,85.09,39.44,88.9,31.89,42.28,61.77,32.21,52.34,10.52,6572034908.066311,608521740.0,0.0769,-21.32,2521764,0.64,11.08,-5.05,11.12,-5.4,11.25,-6.49,3.6,14.53,3484486,3927818,3426023,0.315
3539,WTRG,Utilities,Utilities - Regulated Water,NYSE,85.08,39.42,91.95,41.69,40.42,41.67,48.83,60.89,37.11,10497256224.761456,283632983.0,0.018,-12.41,826572,0.37,37.37,-0.7,38.0,-2.34,39.09,-5.07,2.39,12.4,1673957,2252435,2042779,0.1
3540,SAIC,Technology,Information Technology Services,NASDAQ,85.07,39.4,95.83,62.59,32.13,27.91,27.36,18.11,95.32,4005504837.0638046,43102387.0,0.0765,-23.2,571971,1.17,93.64,1.79,94.67,0.69,95.04,0.29,3.5,12.3,501787,488152,578969,-0.048
3541,CWK,Real Estate,Real Estate Services,NYSE,85.07,39.4,85.75,24.15,56.51,64.77,40.71,79.72,12.59,2917041242.560725,234300505.0,0.0367,-27.64,1350276,0.86,13.32,-5.48,13.82,-8.9,13.19,-4.55,4.85,44.24,1753727,1574435,1586849,0.11
3542,WSO,Industrials,Industrial Distribution,NYSE,85.06,39.36,89.04,32.3,48.96,54.93,53.31,17.73,386.82,16391084583.946106,40657534.0,0.0,-21.85,211451,0.47,413.95,-6.55,424.59,-8.9,399.64,-3.21,3.52,42.71,299075,453985,480691,0.001
3543,DTST,Technology,Information Technology Services,NASDAQ,85.06,39.36,95.58,60.07,30.91,33.31,37.45,61.46,4.05,8798580.155995369,2167138.0,0.0134000005,-25.55,15792,0.3,4.23,-4.26,4.1,-1.22,4.02,0.75,6.21,55.68,58249,52879,37437,0.016
3544,BGX,Financial Services,Asset Management,NYSE,85.04,39.34,94.39,53.36,35.67,36.17,34.5,44.71,10.82,138520192.6521778,12708275.0,0.0017,-14.47,53192,0.85,10.9,-0.73,10.91,-0.82,10.78,0.37,0.76,24.35,63489,62613,74723,
3545,RYET,Consumer Defensive,Education & Training Services,NASDAQ,85.03,39.32,91.73,40.72,46.23,36.32,66.48,76.8,1.0,36080004.0,36080004.0,0.002,-95.24,17237,0.5,1.02,-1.96,1.08,-7.41,1.05,-4.76,8.63,96.08,13273,34777,30088,-0.911
3546,EVLV,Industrials,Security & Protection Services,NASDAQ,85.02,39.3,84.58,21.45,77.46,73.46,29.2,83.39,5.71,1025267002.6922512,179871410.0,0.04,-35.91,2762150,0.9,6.4,-10.78,6.66,-14.26,6.19,-7.75,6.42,54.53,4545145,3079725,3389297,0.447
3547,FRBA,Financial Services,Banks - Regional,NASDAQ,85.01,39.27,91.09,38.15,34.44,53.92,56.46,52.26,15.19,372957515.9883871,25064349.0,0.0077,-16.12,77036,0.99,15.05,0.93,15.34,-0.98,15.71,-3.31,3.17,37.41,109973,78164,74174,-0.052
3548,TRVG,Communication Services,Internet Content & Information,NASDAQ,85.01,39.27,103.78,83.17,21.46,29.89,27.57,38.71,3.14,217052280.18019438,70701070.0,0.0022,-37.2,33574,0.52,3.17,-0.95,2.98,5.37,2.87,9.41,5.99,42.5,126857,64155,49805,0.151
3549,GTES,Industrials,Specialty Industrial Machinery,NYSE,85.01,39.27,90.02,35.04,53.39,67.06,75.16,41.92,23.45,6194566495.154114,253875680.0,0.0377,-17.63,2172393,1.05,25.3,-7.31,25.22,-7.02,24.26,-3.34,4.21,59.2,1824119,2060259,2229659,0.004
3550,COLAU,Financial Services,Shell Companies,NASDAQ,84.99,39.24,95.14,56.88,35.11,43.93,69.46,53.29,10.99,87307745.28169632,7944290.0,0.0,-19.78,0,0.0,10.89,0.92,10.79,1.85,10.72,2.52,0.16,0.0,50,20,12,
3551,KDP,Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,84.97,39.21,99.37,74.61,37.64,28.48,36.69,31.25,28.85,39360985911.2398,1360559471.0,0.047199998,-19.73,11333884,1.0,28.94,-0.31,28.68,0.59,27.35,5.48,2.46,5.64,9359298,11321436,10912125,0.094
3552,LCII,Consumer Cyclical,Recreational Vehicles,NYSE,84.97,39.21,83.68,19.85,51.44,69.67,84.33,69.31,107.38,2696385948.414978,24285202.0,0.1258,-32.74,180994,0.43,113.11,-5.07,115.32,-6.89,119.73,-10.31,5.04,30.48,260429,418959,362341,0.043
3553,FBRT,Real Estate,REIT - Mortgage,NYSE,84.96,39.18,97.05,68.56,29.08,30.34,28.57,34.18,8.99,695745598.4240942,76963009.0,0.0828,-24.07,726471,0.95,9.02,-0.33,9.07,-0.88,8.83,1.81,2.59,4.29,926817,766405,930157,0.061
3554,NRP,Energy,Thermal Coal,NYSE,84.96,39.18,81.94,16.8,60.58,57.04,76.4,58.32,102.5,1416469063.0185242,13250412.0,0.0423,-20.3,27605,0.97,108.82,-5.81,113.08,-9.36,117.11,-12.48,3.9,0.0,43920,28326,27644,-0.253
3555,MAYS,Real Estate,Real Estate Services,NASDAQ,84.92,39.15,92.61,44.61,57.24,42.3,78.41,49.74,40.7,85751283.04550171,2015780.0,0.0044,-34.34,7437,4.81,42.2,-3.55,41.33,-1.52,41.63,-2.23,1.22,-0.0,1943,1547,1316,-0.077
3556,BIT,Financial Services,Asset Management,NYSE,84.91,39.14,92.27,43.04,38.9,39.99,43.45,45.45,12.21,705865703.7996912,57062709.0,0.0021,-19.25,230345,0.85,12.52,-2.48,12.57,-2.86,12.44,-1.85,0.87,-0.0,270704,269574,274218,
3557,ROAD,Industrials,Engineering & Construction,NASDAQ,84.9,39.11,84.21,20.91,76.36,74.49,81.27,57.58,110.3,6673926465.630341,56534742.0,0.06,-26.95,445719,0.84,126.41,-12.74,124.31,-11.27,118.41,-6.85,7.02,16.78,709011,527610,541162,0.346
3558,MGF,Financial Services,Asset Management,NYSE,84.9,39.11,93.18,47.29,36.8,40.33,44.46,60.35,2.84,93533850.1803484,32590193.0,0.51,-9.55,139475,1.64,2.89,-1.73,2.9,-2.07,2.91,-2.41,1.18,29.79,89657,84985,74353,-0.054
3559,MNOV,Healthcare,Biotechnology,NASDAQ,84.88,39.08,90.45,36.21,31.42,39.37,45.49,38.56,1.38,67925319.24529481,49221246.0,0.0036000002,-29.59,21854,0.95,1.4,-1.43,1.39,-0.72,1.41,-2.13,2.48,0.0,20465,23118,38001,
3560,RBRK,Technology,Software - Infrastructure,NYSE,84.88,39.08,111.54,90.18,26.15,20.3,13.04,37.69,64.33,13124493335.932266,205809836.0,0.081,-37.54,3353396,1.0,61.96,3.83,57.95,11.01,53.59,20.04,4.69,8.29,3222479,3341159,3839463,0.463
3561,DGICA,Financial Services,Insurance - Property & Casualty,NASDAQ,84.86,39.05,96.73,67.27,29.02,35.82,34.29,75.27,17.4,632807216.4133396,37049603.0,0.0315,-17.61,100588,0.9,17.11,1.69,17.11,1.69,17.02,2.23,2.54,22.59,125208,111429,120075,-0.037
3562,ULCC,Industrials,Airlines,NASDAQ,84.85,39.03,91.66,40.41,49.9,37.94,60.93,18.84,4.25,1091499341.25,229789335.0,0.39290002,-36.19,4003441,0.61,4.84,-12.19,4.36,-2.52,3.95,7.59,9.37,5.02,5689454,6555794,5922046,0.088
3563,POLA,Industrials,Electrical Equipment & Parts,NASDAQ,84.85,39.03,95.99,63.92,35.35,17.45,14.68,66.52,1.74,5933459.152642369,3640159.0,0.087799996,-69.74,222972,0.75,1.76,-1.14,1.78,-2.25,1.78,-2.25,9.03,63.64,176377,299249,1749271,-0.771
3564,WU,Financial Services,Credit Services,NYSE,84.81,39.0,86.36,25.56,51.2,63.5,55.91,38.17,8.33,2605708815.0338135,312435104.0,0.18180001,-19.52,3655136,0.41,8.68,-4.03,8.95,-6.93,9.03,-7.75,3.1,3.87,7129703,8854537,8634104,-0.001
3565,EVF,Financial Services,Asset Management,NYSE,84.8,38.98,94.68,54.65,34.93,35.36,36.27,41.31,4.95,89579521.65086317,18170289.0,0.46,-13.91,35708,0.41,4.95,0.0,4.94,0.2,4.93,0.41,0.67,30.24,62500,87700,83054,-0.075
3566,INMD,Healthcare,Medical Devices,NASDAQ,84.8,38.98,93.15,47.12,38.01,38.5,34.13,27.79,13.97,845241601.8033028,60808750.0,0.061100002,-16.55,755399,0.95,13.91,0.43,14.14,-1.2,13.89,0.58,2.65,16.2,1191189,798316,902561,0.053
3567,HQY,Healthcare,Health Information Services,NASDAQ,84.76,38.95,98.53,72.68,32.8,35.43,20.14,65.13,84.65,6888348498.191849,83830457.0,0.0696,-27.43,1172842,1.25,82.85,2.17,82.45,2.67,81.98,3.26,2.87,151.66,898294,937694,952478,0.073
3568,VHC,Technology,Software - Infrastructure,NASDAQ,84.75,38.93,88.75,31.57,22.63,34.4,76.82,96.68,13.61,59606531.52193451,4185852.0,0.045100003,-53.07,3690,0.18,13.41,1.49,13.72,-0.8,14.59,-6.72,8.4,30.62,16409,20946,21899,
3569,KBSX,Basic Materials,Steel,NASDAQ,84.74,38.92,108.11,87.95,28.0,20.56,12.42,8.72,1.42,63567722.33885157,44766003.0,0.0098,-43.65,15483,0.04,1.32,7.58,1.32,7.58,1.33,6.77,6.82,99.5,49858,385089,235039,0.32
3570,FLR,Industrials,Engineering & Construction,NYSE,84.71,38.89,80.42,14.17,75.9,56.25,78.53,42.71,42.53,6195756671.807739,139669896.0,0.0785,-26.03,4066407,1.46,45.88,-7.3,48.35,-12.04,47.44,-10.35,5.82,37.54,4361080,2794243,2699220,-0.08
3571,HYT,Financial Services,Asset Management,NYSE,84.71,38.89,93.58,49.34,37.7,40.35,38.28,53.75,8.4,1381016434.1385078,163047980.0,0.002,-14.98,876115,1.16,8.54,-1.64,8.55,-1.75,8.46,-0.71,0.88,13.52,793331,754520,841276,0.041
3572,PDI,Financial Services,Asset Management,NYSE,84.69,38.86,90.57,36.55,45.37,49.12,56.13,49.26,16.47,7371445166.854858,437215000.0,0.17,-18.34,3537996,1.44,17.1,-3.68,17.18,-4.13,17.02,-3.23,0.9,0.0,3133819,2452399,2649031,
3573,FFIN,Financial Services,Banks - Regional,NASDAQ,84.69,38.86,93.96,51.2,36.26,35.8,35.13,25.76,31.61,4456068077.657719,143281930.0,0.077199996,-18.4,535304,0.77,31.76,-0.47,32.0,-1.22,30.93,2.2,2.36,45.35,733480,697593,735450,0.131
3574,PFLT,Financial Services,Asset Management,NYSE,84.68,38.82,90.88,37.43,44.39,38.07,29.1,38.3,8.24,841367712.6616516,99217896.0,0.044499997,-24.26,929722,0.87,8.63,-4.52,8.68,-5.07,8.33,-1.08,2.45,19.84,1286502,1068027,1064684,0.065
3575,DOLE,Consumer Defensive,Farm Products,NYSE,84.68,38.82,89.53,33.47,44.45,50.65,63.11,42.9,14.17,1341741231.3002586,95158950.0,0.0305,-14.48,540377,0.62,14.57,-2.75,14.8,-4.26,14.75,-3.93,3.6,11.76,1197307,877425,820387,0.116
3576,CKX,Energy,Oil & Gas E&P,NYSE ARCA,84.68,38.82,91.38,39.26,44.76,35.15,43.82,31.69,10.31,21968479.90839672,2053129.0,0.0007,-22.19,0,0.0,10.68,-3.46,10.84,-4.89,10.69,-3.55,3.54,-0.0,24880,11753,7294,-0.326
3577,ENOV,Healthcare,Medical Devices,NYSE,84.64,38.76,103.42,82.51,28.27,26.35,17.91,26.85,25.76,1398195679.570137,57562603.0,0.1912,-30.04,880740,0.85,25.65,0.43,24.56,4.89,23.97,7.47,5.74,74.08,1390744,1036108,950844,0.054
3578,SAFT,Financial Services,Insurance - Property & Casualty,NASDAQ,84.64,38.76,91.99,41.91,47.88,53.26,46.22,49.61,72.73,1042964299.0958862,14683434.0,0.020299999,-13.62,53550,0.62,71.69,1.45,73.79,-1.44,73.69,-1.3,2.67,43.47,89025,86098,90951,0.044
3579,TVACU,Financial Services,Shell Companies,NASDAQ,84.64,38.76,91.7,40.6,42.84,37.55,56.75,76.32,10.6,,,1.46,-16.67,100,0.29,10.66,-0.56,10.64,-0.38,10.69,-0.84,0.47,-0.0,130,350,360,
3580,ICE,Financial Services,Financial Data & Stock Exchanges,NYSE,84.63,38.73,92.74,45.2,32.47,34.93,33.09,32.74,154.11,87292509073.36143,565512495.0,0.0145000005,-18.61,2524100,0.84,155.39,-0.82,156.25,-1.37,158.48,-2.76,2.57,0.5,2737250,3008496,3103170,0.204
3581,BKT,Financial Services,Asset Management,NYSE,84.61,38.71,91.86,41.27,38.8,41.1,46.86,47.34,10.24,334901768.62216187,32388952.0,0.0029,-13.66,182681,1.7,10.47,-2.2,10.52,-2.66,10.53,-2.75,0.82,35.74,116858,107689,114573,-0.336
